Title,Description,HTML,Content
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2011/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
2012 Illinois NAIP Digital Orthophoto Quadrangle Data,"Abstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.",/viewers/ImageService.html,"DataSummaryAbstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2012/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
2014 Illinois NAIP Digital Orthophoto Quadrangle Data,"Abstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.",/viewers/ImageService.html,"DataSummaryAbstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2014/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
2015 Illinois NAIP Digital Orthophoto Quadrangle Data,"Abstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.",/viewers/ImageService.html,"DataSummaryAbstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2015/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
ISGS Historic Photographs,"The Historic Photos Collection, dating from the 1910s to 1940s, is our oldest set of geological photographs. It contains original large-format individual black-and-white negatives of our earliest fieldwork and other geologically relevant subjects, many of areas or objects that essentially no longer exist in their original form or are no longer accessible because of modern infrastructure and other changes, such as encroaching trees and vegetation.",/viewers/VectorViewer.html,"DataSummaryThe Historic Photos Collection, dating from the 1910s to 1940s, is our oldest set of geological photographs. It contains original large-format individual black-and-white negatives of our earliest fieldwork and other geologically relevant subjects, many of areas or objects that essentially no longer exist in their original form or are no longer accessible because of modern infrastructure and other changes, such as encroaching trees and vegetation.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/Historic_Photos/MapServer
ViewerYour browser does not support iframes, but you can use the following link. Link
Project SponsorsProject Sponsors: Illinois State Geological SurveyUS Geological Survey"
Municipal Boundaries: Incorporated Places 2000,"Municipalities in Illinois with more than 250 people. Incorporated areas for all of Illinois. Attributes include the name, FIPS place ID, name and type of municipality from the 2000 census. US Census 2000",/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_ADMIN_Municipality_2000_Py.html,"DataSummaryMunicipalities in Illinois with more than 250 people. Incorporated areas for all of Illinois. Attributes include the name, FIPS place ID, name and type of municipality from the 2000 census. US Census 2000


Metadata IL Municipality 2000.htmlYour browser does not support iframes, but you can use the following link. Link
DataZip Data:  IL Municipality 2000.zip"
"Political Districts and Boundaries, 2006 and 2007","State House of Representative Districts in Illinois, State Senate Districts in Illinois, and Illinois Federal Congressional Districts, 2006 and 2007. Illinois State Board of Elections. Data are from the three most recent instances of the US Census, which are 1980, 1990, and 2000; data are current as of 2007.",/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_ADMIN_Political_Districts.html,"DataSummaryState House of Representative Districts in Illinois, State Senate Districts in Illinois, and Illinois Federal Congressional Districts, 2006 and 2007. Illinois State Board of Elections. Data are from the three most recent instances of the US Census, which are 1980, 1990, and 2000; data are current as of 2007.


Metadata IL Political Districts.htmlYour browser does not support iframes, but you can use the following link. Link
DataZip Data:  IL Political Districts.zip"
Political Townships,"Political (voting) township boundaries of Illinois as of 1985. Attributes include the name, FIPS code, township name and number. OREP 1985.",/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_ADMIN_Political_Township_Py.html,"DataSummaryPolitical (voting) township boundaries of Illinois as of 1985. Attributes include the name, FIPS code, township name and number. OREP 1985.


Metadata IL Political Townships.htmlYour browser does not support iframes, but you can use the following link. Link
DataZip Data:  IL Political Townships.zip"
U.S. Geographic Names Information System (GNIS) for Illinois,"Point feature class of named places and features in Illinois. It includes place name, location, and general feature type. There are many general feature types, for example, Populated Place, Hospital, Post Office, Reservoir, Airport, Cemetary, and School. USGS 1972 to present.",/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_GNIS_2006_Pt.html,"DataSummaryPoint feature class of named places and features in Illinois. It includes place name, location, and general feature type. There are many general feature types, for example, Populated Place, Hospital, Post Office, Reservoir, Airport, Cemetary, and School. USGS 1972 to present.


Metadata IL GNIS 2006.htmlYour browser does not support iframes, but you can use the following link. Link
DataZip Data:  IL GNIS 2006.zip"
"Illinois Gap Analysis Program: Land Cover Classification, 1999-2000","The National Gap Analysis Program(link is external), administered within the Biological Resources Division of the U.S. Geological Survey, seeks to manage biodiversity at the landscape and community levels. The main goal of Gap Analysis is to prevent additional species from being listed as threatened or endangered. The program uses a ""bottom-up"" approach that allows for creativity and collaboration at the state and local governmental levels where most land management decisions are made. The intent of Gap Analysis is to provide focus and direction for proactive, rather than reactive land management activities. It is anticipated that Gap Analysis is a step toward comprehensive land management planning that transcends political boundaries.
The Illinois Gap Analysis Project(link is external) (IL-GAP) is a statewide land cover classification. The project was initiated in 1996 at the Illinois Natural History Survey (INHS). The INHS has been conducting research on Illinois' biological resources since 1858, which makes it the ideal institution for conducting the state's Gap Analysis. There are four major components of IL-GAP: land cover mapping and classification, vertebrate distribution mapping and modeling, land stewardship mapping and categorization, and data analysis. The the land cover mapping and classification component is the focus of this Gap Analysis project.",/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/ILgapveg_b_metadata.htm,"DataSummaryThe National Gap Analysis Program(link is external), administered within the Biological Resources Division of the U.S. Geological Survey, seeks to manage biodiversity at the landscape and community levels. The main goal of Gap Analysis is to prevent additional species from being listed as threatened or endangered. The program uses a ""bottom-up"" approach that allows for creativity and collaboration at the state and local governmental levels where most land management decisions are made. The intent of Gap Analysis is to provide focus and direction for proactive, rather than reactive land management activities. It is anticipated that Gap Analysis is a step toward comprehensive land management planning that transcends political boundaries.
The Illinois Gap Analysis Project(link is external) (IL-GAP) is a statewide land cover classification. The project was initiated in 1996 at the Illinois Natural History Survey (INHS). The INHS has been conducting research on Illinois' biological resources since 1858, which makes it the ideal institution for conducting the state's Gap Analysis. There are four major components of IL-GAP: land cover mapping and classification, vertebrate distribution mapping and modeling, land stewardship mapping and categorization, and data analysis. The the land cover mapping and classification component is the focus of this Gap Analysis project.



MetadataYour browser does not support iframes, but you can use the following link. Link
DataPurpose
Vegetation acts as an integrator of many physical and biological properties of an area. IL-GAP characterizes the extent and distribution of existing vegetated cover in Illinois for the following objectives: determination of species and natural community representation within areas being managed for biodiversity conservation, to provide geospatial data that can be used to model wildlife habitat distributions, and development of a single temporal data set for monitoring trends.
Land Cover Mapping
A detailed Gap Analysis classification of the vegetated areas of the state has been completed using the same methodology as for the Land Cover Data for Illinois 1999-2000, also referred to as the Illinois Interagency Classification Project (IILCP). There is one notable exception of methodological differences in forested and urbanized areas of northeastern Illinois. Within each of the ten Landsat Thematic Mapper (TM) satellite Path/Row scene areas that comprise the state, the initial classification of forested lands accomplished in the IILCP were used as masks to segregate all forested areas for further analysis.
The same Landsat TM triplicate imagery used for the IILCP classification was used for the IL-GAP forested lands classification analysis. An additional channel vector, referred to as a Slope-Aspect-Index (SAI), was added to the TM multispectral channel data prior to the classification procedures. The SAI was produced using a statewide composite of U.S. Geological Survey 1-arc second Digital Elevation Model (DEM) data. The SAI combines the measurements of slope and aspect into a unique scalar value, and was incorporated with the multispectral imagery to further refine the classification of forested lands, especially within areas of the state that exhibit dissected surface topography.
The forested lands were divided into Floodplain and Upland types, with each having three sub-categories. Swamp was also delineated. The ability to detect differences between Floodplain and Upland forest was largely based on the DEM component. The sub-categorization of community level forest types was performed using soil surveys as ancillary data. These classification guidelines are taken from the Natural Areas Inventory of Illinois Technical Report (J. White and M. H. Madany 1978).
The IL-GAP urbanized land cover differs from the IILCP only in Landsat TM scene 2331 which contains Chicago. The presence of a highly urbanized city necessitated the classification of the urban landscape into finer levels. In TM Scene 2331 three density levels of urban were delineated (High, Medium, and Low) and retained in the IL-GAP land cover. In the IILCP the Medium and Low Density categories were combined. For a detailed description on how the urban areas were classified, see Challenges in Land Cover Classification in Areas of Rapid Urban Expansion.
The additional categories which have been identified with IL-GAP are denoted in red.
VALUE
LAND COVER CATEGORY
10
AGRICULTURAL LAND
11
Corn
12
Soybeans
13
Winter Wheat
14
Other Small Grains and Hay
15
Winter Wheat/Soybeans
16
Other Agriculture
17
Rural Grassland
 
 
20
FORESTED LAND
21
Upland
22
Dry Upland
23
Dry-Mesic Upland
24
Mesic Upland
25
Partial Canopy/Savannah Upland
26
Coniferous
 
 
30
URBAN LAND
31
High Density
32
Low/Medium Density (excluding TM Scene 2331)
33
Medium Density (TM Scene 2331)
34
Low Density (TM Scene 2331)
35
Urban Open Space
 
 
40
WETLAND
41
Shallow Marsh/Wet Meadow
42
Deep Marsh
43
Seasonally/Temporarily Flooded
44
Floodplain Forest
45
Mesic Floodplain Forest
46
Wet-Mesic Floodplain Forest
47
Wet Floodplain Forest
48
Swamp
49
Shallow Water
 
 
50
OTHER
51
Surface Water
52
Barren and Exposed Land
53
Clouds
54
Cloud Shadows
References
J. White and M. H. Madany, 1978. ""Classification of natural communities in Illinois."" Pages 310-405 (Appendix 30) in J. White, Illinois Natural Areas Inventory Technical Report. Volume 1: Survey Methods and Results. Illinois Natural Areas Inventory, Department of Landscape Architecture, University of Illinois at Urbana Champaign.
Zip Data:  GAP GeoTIFF.zip (Version 2, 11-15-03) GAP GRID.zip GAP Imagine.zip"
